code,city,name,country
tmt,trombetas,trombetas,brazil
tmu,tambor,tambor,costa rica
tmw,tamworth,tamworth,australia
tmx,timimoun,timimoun,algeria
tmy,tiom,tiom,indonesia
tmz,thames,thames,new zealand
tna,jinan,jinan,pr china
tnb,tanah grogot,tanah grogot,indonesia
tnc,tin city,tin city afs,"usa, ak"
tnd,trinidad,trinidad,cuba
tne,tanegashima,tanegashima,japan
tnf,toussus-le-noble,toussus-le-noble,france
tng,tangier,boukhalef,morocco
tnh,tonghua,tonghua liuhe,pr china
tni,satna,satna,india
tnj,tanjung pinang,kidjang,indonesia
tnk,tununak,tununak,"usa, ak"
tnl,ternopol,ternopol,ukraine
tnm,teniente r. marsh,teniente r. marsh,antarctica
tnn,tainan,tainan,taiwan
tno,tamarindo,tamarindo,costa rica
tnp,twentynine palms,twentynine palms,"usa, ca"
tnq,teraina,teraina,kiribati
tnr,antananarivo,antananarivo,madagascar
tns,tungsten,tungsten,canada
tnt,miami,dade collier,"usa, fl"
tnu,newton,municipal,"usa, ia"
tnv,tabuaeran,tabuaeran,kiribati
tnx,stung treng,stung treng,cambodia
toa,torrance,torrance,"usa, ca"
tob,tobruk,tobruk,libya
toc,toccoa,toccoa,"usa, ga"
tod,tioman,tioman,malaysia
toe,tozeur,tozeur,tunisia
tof,tomsk,tomsk,russia
tog,togiak village,togiak village,"usa, ak"
toh,torres,torres airstrip,vanuatu
toi,troy,municipal,"usa, al"
toj,madrid,torrejon afb,spain
tok,torokina,torokina,papua new guinea
tol,toledo,express,"usa, oh"
tom,tombouctou,tombouctou,mali
ton,tonu,tonu,papua new guinea
too,san vito,san vito,costa rica
top,topeka,philip billard,"usa, ks"
toq,tocopilla,barriles,chile
tor,torrington,municipal,"usa, wy"
tos,tromso,tromso/langnes,norway
tot,totness,coronie,suriname
tou,touho,touho,new caledonia
tov,tortola,west end spb,british virgin islands
tow,toledo,toledo,brazil
tox,tobolsk,tobolsk,russia
toy,toyama,toyama,japan
toz,touba,touba,cote d'ivoire
tpa,tampa,tampa international,"usa, fl"
tpc,tarapoa,tarapoa,ecuador
tpe,taipei,taoyuan international airport,taiwan
tpf,tampa,peter o'knight,"usa, fl"
tpg,taiping,taiping,malaysia
tph,tonopah,tonopah airport,"usa, nv"
tpi,tapini,tapini,papua new guinea
tpj,taplejung,taplejung,nepal
tpk,tapaktuan,tapaktuan,indonesia
tpl,temple,draughon-miller,"usa, tx"
tpn,tiputini,tiputini,ecuador
tpo,tanalian point,tanalian point,"usa, ak"
tpp,tarapoto,tarapoto,peru
tpq,tepic,tepic,mexico
tpr,tom price,tom price,australia
tps,trapani,birgi,italy
tpt,tapeta,tapeta,liberia
tpu,tikapur,tikapur,nepal
tqn,taluqan,taluqan,afghanistan
tqr,san domino island,san domino island,italy
tqs,tres esquinas,tres esquinas,colombia
tra,taramajima,tarama,japan
trb,turbo,gonzalo,colombia
trc,torreon,torreon,mexico
trd,trondheim,vaernes,norway
tre,tiree,tiree,united kingdom
trf,oslo,sandefjord,norway
trg,tauranga,tauranga,new zealand
trh,trona,trona,"usa, ca"
tri,bristol,tri-cities regional,"usa, va"
tri2,johnson city,tri-cities regional,"usa, tn"
tri3,kingsport,tri-cities regional,"usa, tn"
trj,tarakbits,tarakbits,papua new guinea
trk,tarakan,tarakan,indonesia
trl,terrell,terrell field,"usa, tx"
trm,thermal,thermal,"usa, ca"
trn,turin,citta di torino,italy
tro,taree,taree,australia
trp,tree point,coast guard heliport,"usa, ak"
trq,tarauaca,tarauaca,brazil
trr,trincomalee,china bay,sri lanka
trs,trieste,dei legionari,italy
trt,tremonton,tremonton,"usa, ut"
tru,trujillo,trujillo,peru
trv,thiruvananthapuram,international,india
trw,tarawa,bonriki,kiribati
trx,trenton,memorial,"usa, mo"
try,tororo,tororo,uganda
trz,tiruchirapally,civil,india
tsa,taipei,sung shan,taiwan
tsb,tsumeb,tsumeb,namibia
tsc,taisha,taisha,ecuador
tsd,tshipise,tshipise,south africa
tse,astana,astana,kazakhstan
tsf,venice,treviso,italy
tsg,tanacross,intermediate,"usa, ak"
tsh,tshikapa,tshikapa,congo (drc)
tsi,tsili tsili,tsili tsili,papua new guinea
tsj,tsushima,tsushima,japan
tsk,taskul,taskul,papua new guinea
tsl,tamuin,tamuin,mexico
tsm,taos,taos,"usa, nm"
tsn,tianjin,tianjin,pr china
tso,isles of scilly,tresco,united kingdom
tsp,tehachapi,kern county,"usa, ca"
tsq,torres,torres,brazil
tsr,timisoara,timisoara,romania
tss,new york,east 34th st heliport,"usa, ny"
tst,trang,trang,thailand
tsu,tabiteuea south,tabiteuea south,kiribati
tsv,townsville,townsville,australia
tsw,tsewi,tsewi,papua new guinea
tsx,tanjung santan,tanjung santan,indonesia
tsy,tasikmalaya,tasikmalaya,indonesia
tsz,tsetserleg,tsetserleg,mongolia
tta,tan tan,tan tan,morocco
ttb,tortoli,arbatax,italy
ttc,taltal,taltal,chile
ttd,troutdale,troutdale,"usa, or"
tte,ternate,babullah,indonesia
ttg,tartagal,tartagal,argentina
tth,thumrait,thumrait,oman
tti,tetiaroa is,tetiaroa is,french polynesia
ttj,tottori,tottori,japan
ttk,tottenham hale station,tottenham hale station,united kingdom
ttl,turtle island,turtle island,fiji
ttm,tablon de tamara,tablon de tamara,colombia
ttn,philadelphia,trenton-mercer,"usa, pa"
tto,britton,municipal,"usa, sd"
ttq,tortuquero,tortuquero,costa rica
ttr,tana toraja,tana toraja,indonesia
tts,tsaratanana,tsaratanana,madagascar
ttt,taitung,taitung,taiwan
ttu,tetuan,sania ramel,morocco
tua,tulcan,tulcan,ecuador
tub,tubuai,tubuai,french polynesia
tuc,tucuman (tucum?n),benj matienzo international,argentina
tud,tambacounda,tambacounda,senegal
tue,tupile,tupile,panama
tuf,tours,st symphorien,france
tug,tuguegarao,tuguegarao,philippines
tuh,tullahoma,arnold afs,"usa, tn"
tui,turaif,turaif,saudi arabia
tuj,tum,tum,ethiopia
tuk,turbat,turbat,pakistan
tul,tulsa,international,"usa, ok"
tum,tumut,tumut,australia
tun,tunis,carthage,tunisia
tuo,taupo,taupo,new zealand
tup,tupelo,lemons municipal,"usa, ms"
tuq,tougan,tougan,burkina faso
tur,tucurui,tucurui,brazil
tus,tucson,international,"usa, az"
tut,tauta,tauta,papua new guinea
tuu,tabuk,tabuk,saudi arabia
tuv,tucupita,tucupita,venezuela
tuw,tubala,tubala,panama
tux,tumbler ridge,tumbler ridge,canada
tuy,tulum,tulum,mexico
tuz,tucuma,tucuma,brazil
tva,morafenobe,morafenobe,madagascar
tvc,traverse city,traverse city,"usa, mi"
tvf,thief river falls,regional,"usa, mn"
tvi,thomasville,municipal,"usa, ga"
tvl,south lake tahoe,south lake tahoe,"usa, ca"
tvu,taveuni,matei,fiji
tvy,dawe,dawe,myanmar
twa,twin hills,twin hills,"usa, ak"
twb,toowoomba,toowoomba,australia
twd,port townsend,port townsend,"usa, wa"
twe,taylor,taylor,"usa, ak"
twf,twin falls,city county,"usa, id"
twh,catalina island,two harbors,"usa, ca"
twn,tewantin,tewantin,australia
twp,torwood,torwood,australia
twt,tawitawi,tawitawi,philippines
twu,tawau,tawau,malaysia
twy,tawa,tawa,papua new guinea
twz,mount cook,pukaki/twizel,new zealand
txf,teixeira de freitas,teixeira de freitas,brazil
txg,taichung,taichung,taiwan
txk,texarkana,municipal,"usa, ar"
txl,berlin,tegel,germany
txm,teminabuan,teminabuan,indonesia
txn,tunxi,tunxi,pr china
txr,tanbar,tanbar,australia
txu,tabou,tabou,cote d'ivoire
tya,tula,tula,russia
tyb,tibooburra,tibooburra,australia
tyd,tynda,tynda,russia
tye,tyonek,tyonek,"usa, ak"
tyf,torsby,torsby airport,sweden
tyg,thylungra,thylungra,australia
tyl,talara,talara,peru
tym,staniel cay,staniel cay,bahamas
tyn,taiyuan,taiyuan,pr china
tyo,tokyo,metropolitan area,japan
typ,tobermorey,tobermorey,australia
tyr,tyler,pounds field,"usa, tx"
tys,knoxville,mc ghee tyson,"usa, tn"
tyt,treinta-y-tres,treinta-y-tres,uruguay
tyz,taylor,taylor,"usa, az"
tza,belize city,municipal,belize
tzl,tuzla,tuzla international,bosnia and herzegovina
tzm,tizimin,tizimin,mexico
tzn,south andros,south andros,bahamas
tzx,trabzon,trabzon,turkey
uac,san luis rio colorado,san luis rio colorado,mexico
uae,mount aue,mount aue,papua new guinea
uah,ua huka,ua huka,french polynesia
uai,suai,suai,indonesia
uak,narsarsuaq,narsarsuaq,greenland
ual,luau,luau,angola
uam,guam,anderson afb,guam
uap,ua pou,ua pou,french polynesia
uaq,san juan,san juan,argentina
uas,samburu,samburu,kenya
uax,uaxactun,uaxactun,guatemala
uba,uberaba,uberaba,brazil
ubb,mabuiag island,mabuiag island,australia
ubi,buin,buin,papua new guinea
ubj,ube,ube,japan
ubp,ubon ratchathani,muang ubon,thailand
ubr,ubrub,ubrub,indonesia
ubs,columbus,lowndes county,"usa, ms"
ubt,ubatuba,ubatuba,brazil
ubu,kalumburu,kalumburu,australia
uca,utica,oneida county,"usa, ny"
ucc,yucca flat,yucca flat,"usa, nv"
uce,eunice,eunice,"usa, la"
uck,lutsk,lutsk,ukraine
ucn,buchanan,buchanan,liberia
uct,ukhta,ukhta,russia
ucy,union city,everett-stewart,"usa, tn"
uda,undarra,undarra,australia
udd,palm springs,bermuda dunes,"usa, ca"
ude,uden,volkel,netherlands
udi,uberlandia,eduardo gomes,brazil
udj,uzhgorod,uzhgorod,ukraine
udn,udine,airfield,italy
udo,udomxay,udomxay,lao pdr
udr,udaipur,dabok,india
uee,queenstown,queenstown,australia
uel,quelimane,quelimane,mozambique
ueo,kumejima,kumejima,japan
ues,waukesha,waukesha,"usa, wi"
uet,quetta,quetta,pakistan
ufa,ufa,ufa,russia
uga,bulgan,bulgan,mongolia
ugb,pilot point,ugashik bay,"usa, ak"
ugc,urgench,urgench,uzbekistan
ugi,uganik,uganik,"usa, ak"
ugn,waukegan,memorial,"usa, il"
ugo,uige,uige,angola
ugs,ugashik,ugashik,"usa, ak"
ugu,zugapa,zugapa,indonesia
uhe,uherske hradiste,uherske hradiste,czech republic
uhf,upper heyford,raf station,united kingdom
uib,quibdo,quibdo,colombia
uih,qui nhon,qui nhon,viet nam
uii,utila,utila,honduras
uik,ust-ilimsk,ust-ilimsk,russia
uil,quillayute,quillayute state,"usa, wa"
uin,quincy,municipal,"usa, il"
uio,quito,mariscal sucre airport,ecuador
uip,quimper,pluguffan,france
uiq,quine hill,quine hill,vanuatu
uir,quirindi,quirindi,australia
uit,jaluit island,jaluit island,marshall islands
uiz,utica,berz-macomb,"usa, mi"
uje,ujae island,ujae island,marshall islands
uka,ukunda,ukunda,kenya
ukb,kobe,kobe,japan
uki,ukiah,ukiah,"usa, ca"
ukk,ust-kamenogorsk,ust-kamenogorsk,kazakhstan
ukn,waukon,municipal,"usa, ia"
ukr,mukeiras,mukeiras,yemen
ukt,quakertown,upper bucks,"usa, pa"
uku,nuku,nuku,papua new guinea
ukx,ust-kut,ust-kut,russia
uky,kyoto,kyoto,japan
ula,san julian,san julian,argentina
ulb,ulei,ulei,vanuatu
ulc,santiago,los cerrillos,chile
uld,ulundi,ulundi,south africa
ule,sule,sule,papua new guinea
ulg,ulgit,ulgit,mongolia
uli,ulithi,ulithi,micronesia
ull,mull,mull,united kingdom
ulm,new ulm,new ulm,"usa, mn"
uln,ulaanbaatar,buyant uhaa,mongolia
ulo,ulaangom,ulaangom,mongolia
ulp,quilpie,quilpie,australia
ulq,tulua,farfan,colombia
uls,mulatos,mulatos,colombia
ulu,gulu,gulu,uganda
ulx,ulusaba,ulusaba,south africa
uly,ulyanovsk,ulyanovsk,russia
ulz,uliastai,uliastai,mongolia
uma,punta de maisi,punta de maisi,cuba
umb,umnak island,north shore,"usa, ak"
umc,umba,umba,papua new guinea
umd,uummannaq,uummannaq,greenland
ume,umea,umea,sweden
umi,quincemil,quincemil,peru
umm,summit,summit,"usa, ak"
umr,woomera,woomera,australia
umt,umiat,umiat,"usa, ak"
umu,umuarama,ernesto geisel,brazil
umy,sumy,sumy,ukraine
una,una,una,brazil
unc,unguia,unguia,colombia
und,kunduz,kunduz,afghanistan
une,qachas nek,qachas nek,lesotho
ung,kiunga,kiunga,papua new guinea
uni,union island,union island,saint vincent and the grenadines
unk,unalakleet,unalakleet,"usa, ak"
unn,ranong,ranong,thailand
unr,underkhaan,underkhaan,mongolia
uns,umnak island,umnak,"usa, ak"
unt,unst shetland is,baltasound,united kingdom
unu,juneau,dodge county,"usa, wi"
uol,buol,buol,indonesia
uon,muong sai,muong sai,lao pdr
uos,sewanee,franklin county,"usa, tn"
uox,oxford,university-oxford,"usa, ms"
upa,punta alegre,punta alegre,cuba
upc,puerto la cruz,puerto la cruz,spain
upf,pforzheim,pforzheim,germany
upg,ujung pandang,hasanudin,indonesia
upl,upala,upala,costa rica
upn,uruapan,uruapan,mexico
upp,upolu point,upolu point,"usa, hi"
upr,upiara,upiara,papua new guinea
upv,upavon,upavon,united kingdom
uqe,queen,queen,"usa, ak"
ura,uralsk,uralsk,kazakhstan
urb,urubupunga,ernesto pochler,brazil
urc,urumqi,urumqi,pr china
ure,kuressaare,kuressaare,ethiopia
urg,uruguaiana,ruben berta,brazil
uri,uribe,uribe,colombia
urj,uraj,uraj,russia
urm,uriman,uriman,venezuela
urn,urgoon,urgoon,afghanistan
uro,rouen,boos,france
urr,urrao,urrao,colombia
urs,kursk,kursk,russia
urt,surat thani,surat thani,thailand
uru,uroubi,uroubi,papua new guinea
ury,gurayat,gurayat,saudi arabia
urz,uruzgan,uruzgan,afghanistan
ush,ushuaia,islas malvinas,argentina
usi,mabaruma,mabaruma,guyana
usk,usinsk,usinsk,russia
usl,useless loop,useless loop,australia
usm,koh samui,koh samui,thailand
usn,ulsan,ulsan,south korea
uso,usino,usino,papua new guinea
usq,usak,usak,turkey
uss,sancti spiritus,sancti spiritus,cuba
ust,st augustine,st augustine,"usa, fl"
usu,busuanga,busuanga,philippines
uta,mutare,mutare,zimbabwe
utb,muttaburra,muttaburra,australia
utc,utrecht,soesterberg,netherlands
utd,nutwood downs,nutwood downs,australia
ute,butterworth,butterworth,south africa
utg,quthing,quthing,lesotho
uth,udon thani,udon thani,thailand
uti,kouvola,utti,finland
utk,utirik island,utirik island,marshall islands
utl,torremolinos,torremolinos,spain
utn,upington,upington,south africa
uto,utopia creek,indian mountain afs,"usa, ak"
utp,utapao,utapao,thailand
utr,uttaradit,uttaradit,thailand
utt,umtata,umtata,south africa
utu,ustupo,ustupo,panama
utw,queenstown,queenstown,south africa
uua,bugulma,bugulma,russia
uud,ulan-ude,ulan-ude,russia
uuk,kuparuk,kuparuk,"usa, ak"
uun,baruun-urt,baruun-urt,mongolia
uus,yuzhno-sakhalinsk,yuzhno-sakhalinsk,russia
uuu,manumu,manumu,papua new guinea
uva,uvalde,garner fld,"usa, tx"
uve,ouvea,ouvea,new caledonia
uvf,saint lucia,hewanorra,saint lucia
uvl,kharga,kharga,egypt
uvo,uvol,uvol,papua new guinea
uwa,ware,ware,"usa, ma"
uwe,wiesbaden,metropolitan area,germany
uyl,nyala,nyala,sudan
uyn,yulin,yulin,pr china
uzh,unayzah,unayzah,saudi arabia
uzu,curuzu cuatia,curuzu cuatia,argentina
vaa,vaasa,vaasa,finland
vab,yavarate,yavarate,colombia
vac,varrelbusch,varrelbusch,germany
vad,valdosta,moody afb,"usa, ga"
vaf,valence,chabeuil,france
vag,varginha,maj. brig. trompowsky,brazil
vah,vallegrande,vallegrande,bolivia
vai,vanimo,vanimo,papua new guinea
vak,chevak,chevak,"usa, ak"
val,valenca,valenca,brazil
van,van,van,turkey
vao,suavanao,suavanao airstrip,solomon islands
vap,valparaiso,valparaiso,chile
var,varna,varna,bulgaria
vas,sivas,sivas,turkey
vat,vatomandry,vatomandry,madagascar
vau,vatukoula,vatukoula,fiji
vav,vava'u,lupepau'u,tonga
vaw,vardoe,vardoe,norway
vaz,val d'isere,val d'isere,france
vbg,lompoc,vandenberg afb,"usa, ca"
vbs,verona,montichiari,italy
vbv,vanuabalavu,vanuabalavu,fiji
vby,visby,visby,sweden
vca,can tho,can tho,viet nam
vcb,view cove,view cove,"usa, ak"
vcc,limbe,limbe,cameroon
vcd,victoria river downs,victoria river downs,australia
vce,venice,marco polo,italy
vcf,valcheta,valcheta,argentina
vch,vichadero,vichadero,uruguay
vcp,sao paulo,viracopos,brazil
vcr,carora,carora,venezuela
vct,victoria,county-foster,"usa, tx"
vcv,victorville,george afb,"usa, ca"
vda,ovda,ovda,israel
vdb,fagernes,valdres,norway
vdc,vitoria da conquista,vitoria da conquista,brazil
vdd,vienna,vienna danubepier hov,austria
vde,valverde,hierro,"canary islands, spain"
vdi,vidalia,municipal,"usa, ga"
vdm,viedma,viedma,argentina
vdp,valle de pascua,valle de pascua,venezuela
vdr,villa dolores,villa dolores,argentina
vds,vadso,vadso,norway
vdu,refugio,tom o'connor oilfield,"usa, tx"
vdz,valdez,municipal,"usa, ak"
vee,venetie,venetie,"usa, ak"
veg,maikwak,maikwak,guyana
vej,vejle,vejle,denmark
vel,vernal,vernal,"usa, ut"
ver,veracruz,las bajadas,mexico
vev,barakoma,barakoma,solomon islands
vex,tioga,municipal,"usa, nd"
vey,vestmannaeyjar,vestmannaeyjar,iceland
vfa,victoria falls,victoria falls,zimbabwe
vga,vijayawada,vijayawada,india
vgd,vologda,vologda,russia
vgg,vangrieng,vangrieng,lao pdr
vgo,vigo,vigo,spain
vgs,general villegas,general villegas,argentina
vgt,las vegas,north air terminal,"usa, nv"
vgz,villagarzon,villagarzon,colombia
vhc,saurimo,saurimo,angola
vhm,vilhelmina,vilhelmina,sweden
vhn,van horn,culberson county,"usa, tx"
vhy,vichy,charmeil,france
vhz,vahitahi,vahitahi,french polynesia
via,videira,videira,brazil
vib,villa constitucion,villa constitucion,mexico
vic,vicenza,vicenza,italy
vid,vidin,vidin,bulgaria
vie,vienna,wien-schwechat international,austria
vif,vieste,vieste,italy
vig,el vigia,el vigia,venezuela
vih,vichy,rolla national,"usa, mo"
vii,vinh city,vinh city,viet nam
vij,virgin gorda,virgin gorda,british virgin islands
vik,kavik,airstrip,"usa, ak"
vil,dakhla,dakhla,morocco
vin,vinnica,vinnica,ukraine
viq,viqueque,viqueque,indonesia
vir,durban,virginia,south africa
vis,visalia,visalia,"usa, ca"
vit,vitoria,vitoria,spain
viu,viru,viru harbour airstrip,solomon islands
viv,vivigani,vivigani,papua new guinea
vix,vitoria,eurico sales,brazil
vjb,xai xai,xai xai,mozambique
vji,abingdon,virginia highlands,"usa, va"
vjq,gurue,gurue,mozambique
vkg,rach gia,rach gia,viet nam
vko,moscow,vnukovo,russia
vks,vicksburg,vicksburg,"usa, ms"
vkt,vorkuta,vorkuta,russia
vkw,west kavik,west kavik,"usa, ak"
vla,vandalia,vandalia,"usa, il"
vlc,valencia,valencia,spain
vld,valdosta,regional,"usa, ga"
vle,valle,j t robidoux,"usa, az"
vlg,villa gesell,villa gesell,argentina
vli,port vila,bauerfield,vanuatu
vlk,volgodonsk,volgodonsk,russia
vll,valladolid,valladolid airport,spain
vlm,villamontes,villamontes,bolivia
vln,valencia,valencia,venezuela
vlo,vallejo,stolport,"usa, ca"
vlp,vila rica,municipal,brazil
vlr,vallenar,vallenar,chile
vls,valesdir,valesdir,vanuatu
vlu,velikiye luki,velikiye luki,russia
vlv,valera,carvajal,venezuela
vme,villa mercedes,villa mercedes,argentina
vmi,vallemi,inc,paraguay
vmu,baimuru,baimuru,papua new guinea
vna,saravane,saravane,lao pdr
vnc,venice,venice,"usa, fl"
vnd,vangaindrano,vangaindrano,madagascar
vne,vannes,meucon,france
vng,viengxay,viengxay,lao pdr
vno,vilnius,vilnius,lithuania
vnr,vanrook,vanrook,australia
vns,varanasi,varanasi,india
vnx,vilanculos,vilanculos,mozambique
vny,los angeles,van nuys,"usa, ca"
vog,volgograd,volgograd,russia
voh,vohemar,vohemar,madagascar
voi,voinjama,voinjama,liberia
vok,camp douglas,volk field,"usa, wi"
vol,volos,nea anchialos,greece
vot,votuporanga,votuporanga,brazil
voz,voronezh,voronezh,russia
vpe,ongiva,ongiva,angola
vpn,vopnafjordur,vopnafjordur,iceland
vps,valparaiso,ft. walton beach,"usa, fl"
vpy,chimoio,chimoio,mozambique
vpz,valparaiso,porter county,"usa, in"
vqs,vieques,vieques,puerto rico
vra,varadero,juan gualberto gomez,cuba
vrb,vero beach,municipal,"usa, fl"
vrc,virac,virac,philippines
vre,vredendal,vredendal,south africa
vrk,varkaus,varkaus,finland
vrl,vila real,vila real,portugal
vrn,verona,verona,italy
vro,matanzas,kawama,cuba
vrs,versailles,versailles,"usa, mo"
vru,vryburg,vryburg,south africa
vry,vaeroy,stolport,norway
vsa,villahermosa,capitan carlos perez,mexico
vse,viseu,viseu,portugal
vsf,springfield,state,"usa, vt"
vsg,lugansk,lugansk,ukraine
vso,phuoclong,phuoclong,viet nam
vst,vasteras,hasslo,sweden
vta,victoria,victoria,honduras
vtb,vitebsk,vitebsk,belarus
vte,vientiane,wattay,lao pdr
vtf,vatulele,vatulele,fiji
vtg,vung tau,vung tau,viet nam
vtl,vittel,vittel,france
vtn,valentine,miller field,"usa, ne"
vtu,las tunas,las tunas,cuba
vtz,vishakhapatnam,vishakhapatnam,india
vup,valledupar,valledupar,colombia
vus,velikij ustyug,velikij ustyug,russia
vvb,mahanoro,mahanoro,madagascar
vvc,villavicencio,la vanguardia,colombia
vvi,santa cruz,viru viru international,bolivia
vvk,vastervik,vastervik,sweden
vvo,vladivostok,vladivostok,russia
vvz,illizi,illizi,algeria
vxc,lichinga,lichinga,mozambique
vxe,sao vicente,san pedro,cape verde
vxo,vaxjo,vaxjo,sweden
vyd,vryheid,vryheid,south africa
vys,peru,illinois valley regnl,"usa, il"
waa,wales,wales,"usa, ak"
wab,wabag,wabag,papua new guinea
wac,waca,waca,ethiopia
wad,andriamena,andriamena,madagascar
wae,wadi ad dawasir,wadi ad dawasir,saudi arabia
waf,wana,wana,pakistan
wag,wanganui,wanganui,new zealand
wah,wahpeton,wahpeton,"usa, nd"
wai,antsohihy,antsohihy,madagascar
waj,wawoi falls,wawoi falls,papua new guinea
wak,ankazoabo,ankazoabo,madagascar
wal,chincoteague,wallops flight center,"usa, va"
wam,ambatondrazaka,ambatondrazaka,madagascar
wan,waverney,waverney,australia
wao,wabo,wabo,papua new guinea
wap,alto palena,alto palena,chile
waq,antsalova,antsalova,madagascar
war,waris,waris,indonesia
was,washington,metropolitan area,"usa, dc"
wat,waterford,waterford,ireland
wau,wauchope,wauchope,australia
wav,wave hill,kalkgurung,australia
waw,warsaw,okecie,poland
wax,zwara,zwara,libya
way,waynesburg,green county,"usa, pa"
waz,warwick,warwick,australia
wba,wahai,wahai,indonesia
wbb,stebbins,stebbins,"usa, ak"
wbc,wapolu,wapolu,papua new guinea
wbd,befandriana,befandriana,madagascar
wbe,bealanana,bealanana,madagascar
wbg,schleswig-jagel,schleswig-jagel,germany
wbi,boulder,broker inn,"usa, co"
wbm,wapenamanda,wapenamanda,papua new guinea
wbn,woburn,cummings park,"usa, ma"
wbo,beroroha,beroroha,madagascar
wbq,beaver,beaver,"usa, ak"
wbr,big rapids,big rapids,"usa, mi"
wbu,boulder,municipal,"usa, co"
wbw,scranton,wyoming valle,"usa, pa"
wbw2,wilkes-barre,wyoming valle,"usa, pa"
wca,castro,gamboa,chile
wch,chaiten,chaiten,chile
wcr,chandalar,chandalar,"usa, ak"
wda,wadi ain,wadi ain,yemen
wdb,deep bay,deep bay,"usa, ak"
wdg,enid,enid woodring mun.,"usa, ok"
wdh,windhoek,hosea kutako international,namibia
wdi,wondai,wondai,australia
wdn,waldron island,waldron island,"usa, wa"
wdr,winder,winder,"usa, ga"
wdy,kodiak,kodiak fss,"usa, ak"
wea,weatherford,parker county,"usa, tx"
wed,wedau,wedau,papua new guinea
wef,weifang,weifang,pr china
weh,weihai,weihai,pr china
wei,weipa,weipa,australia
wel,welkom,welkom,south africa
wem,west malling,west malling,united kingdom
wep,weam,weam,papua new guinea
wes,weasua,weasua,liberia
wet,wagethe,wagethe,indonesia
wew,wee waa,wee waa,australia
wex,wexford,castlebridge,ireland
wfb,ketchikan,waterfront spb,"usa, ak"
wfd,woodford,woodford,united kingdom
wfi,fianarantsoa,fianarantsoa,madagascar
wfk,frenchville,frenchville,"usa, me"
wga,wagga wagga,forrest hill,australia
wgb,bahawalnagar,bahawalnagar,pakistan
wgc,warrangal,warrangal,india
wge,walgett,walgett,australia
wgn,waitangi,waitangi,new zealand
wgo,winchester,municipal,"usa, va"
wgp,waingapu,waingapu,indonesia
wgt,wangaratta,wangaratta,australia
wgu,wagau,wagau,papua new guinea
wgy,wagny,wagny,gabon
whd,hyder,spb,"usa, ak"
whf,wadi halfa,wadi halfa,sudan
whh,boulder,hiltons har h,"usa, co"
whk,whakatane,whakatane,new zealand
whl,welshpool,welshpool,australia
who,franz josef,franz josef,new zealand
whp,los angeles,whiteman,"usa, ca"
whs,whalsay,whalsay,united kingdom
wht,wharton,wharton,"usa, tx"
whu,wuhu,wuhu,pr china
wic,wick,wick,united kingdom
wid,wildenrath,wildenrath,germany
wie,wiesbaden,air base,germany
wik,surfdale,surfdale,new zealand
wil,nairobi,wilson,kenya
win,winton,winton,australia
wio,wilcannia,wilcannia,australia
wir,wairoa,wairoa,new zealand
wit,wittenoom,wittenoom,australia
wiu,witu,witu,papua new guinea
wja,woja,woja,marshall islands
wjf,lancaster,william j fox,"usa, ca"
wjr,wajir,wajir,kenya
wju,wonju,wonju,south korea
wka,wanaka,wanaka,new zealand
wkb,warracknabeal,warracknabeal,australia
wki,hwange,hwange,zimbabwe
wkj,wakkanai,hokkaido,japan
wkk,aleknagik,aleknagik,"usa, ak"
wkl,waikoloa,waikoloa airport,"usa, hi"
wkn,wakunai,wakunai,papua new guinea
wkr,walker's cay,walker's cay,bahamas
wla,wallal,wallal,australia
wlb,labouchere bay,labouchere bay,"usa, ak"
wlc,walcha,walcha,australia
wld,winfield,arkansas city,"usa, ks"
wlg,wellington,international,new zealand
wlh,walaha,walaha,vanuatu
wlk,selawik,selawik,"usa, ak"
wll,wollogorang,wollogorang,australia
wlm,waltham,waltham,"usa, ma"
wln,little naukati,little naukati,"usa, ak"
wlo,waterloo,waterloo,australia
wlr,loring,loring,"usa, ak"
wls,wallis island,wallis island,wallis and futuna islands
wlw,willows,glenn county,"usa, ca"
wma,mandritsara,mandritsara,madagascar
wmb,warrnambool,warrnambool,australia
wmc,winnemucca,winnemucca,"usa, nv"
wmd,mandabe,mandabe,madagascar
wme,mount keith,mount keith,australia
wmh,mountain home,mountain home,"usa, ar"
wmk,meyers chuck,spb,"usa, ak"
wml,malaimbandy,malaimbandy,madagascar
wmn,maroantsetra,maroantsetra,madagascar
wmo,white mountain,white mountain,"usa, ak"
wmp,mampikony,mampikony,madagascar
wmr,mananara,mananara,madagascar
wmv,madirovalo,madirovalo,madagascar
wmx,wamena,wamena,indonesia
wna,napakiak,napakiak spb,"usa, ak"
wnc,tuxekan island,nichen cove spb,"usa, ak"
wnd,windarra,windarra,australia
wne,wora na ye,wora na ye,gabon
wnn,wunnummin lake,wunnummin lake,canada
wnp,naga,naga,philippines
wnr,windorah,windorah,australia
wns,nawabshah,nawabshah,pakistan
wnu,wanuma,wanuma,papua new guinea
wnz,wenzhou,wenzhou,pr china
woa,wonenara,wonenara,papua new guinea
wob,suttonheath,woodbridge raf,united kingdom
wod,wood river,wood river,"usa, ak"
woe,woensdrecht ab,woensdrecht ab,netherlands
wog,woodgreen,woodgreen,australia
woi,wologissi,wologissi,liberia
wok,wonken,wonken,venezuela
wol,wollongong,wollongong,australia
won,wondoola,wondoola,australia
